,message_count,group_type,has_media,has_url,has_emoji,message_length,hour,day,response_rate
0,47.0,3.0,0.0,0.0,1.0,17.0,4.0,3.0,0.45454545454545453
1,2.0,3.0,0.0,0.0,1.0,107.0,20.0,2.0,0.0
2,16.0,3.0,0.0,0.0,1.0,91.0,10.0,5.0,0.13636363636363635
3,4.0,3.0,0.0,0.0,0.0,111.0,13.0,5.0,0.045454545454545456
4,3.0,3.0,0.0,0.0,0.0,87.0,13.0,5.0,0.09090909090909091
5,4.0,3.0,0.0,0.0,1.0,93.0,13.0,5.0,0.045454545454545456
6,2.0,3.0,0.0,0.0,0.0,88.0,13.0,5.0,0.045454545454545456
7,4.0,3.0,0.0,0.0,1.0,90.0,13.0,5.0,0.045454545454545456
8,15.0,3.0,0.0,0.0,0.0,119.0,13.0,5.0,0.22727272727272727
9,94.0,3.0,0.0,0.0,0.0,102.0,19.0,2.0,0.5454545454545454
10,32.0,3.0,0.0,0.0,1.0,82.0,0.0,4.0,0.5
11,23.0,3.0,0.0,0.0,0.0,132.0,17.0,2.0,0.45454545454545453
12,24.0,3.0,0.0,0.0,1.0,77.0,23.0,2.0,0.3181818181818182
13,9.0,3.0,0.0,0.0,0.0,84.0,11.0,3.0,0.13636363636363635
14,18.0,3.0,0.0,0.0,1.0,94.0,11.0,4.0,0.2727272727272727
15,15.0,3.0,0.0,0.0,0.0,82.0,18.0,2.0,0.2727272727272727
16,60.0,3.0,0.0,0.0,1.0,88.0,20.0,2.0,0.5454545454545454
17,5.0,3.0,0.0,0.0,1.0,93.0,13.0,2.0,0.09090909090909091
18,24.0,3.0,0.0,0.0,1.0,78.0,14.0,2.0,0.2727272727272727
19,6.0,3.0,0.0,0.0,0.0,137.0,16.0,2.0,0.13636363636363635
20,3.0,3.0,0.0,0.0,0.0,89.0,17.0,2.0,0.09090909090909091
21,1.0,3.0,0.0,0.0,1.0,84.0,18.0,2.0,0.0
22,34.0,3.0,0.0,0.0,0.0,98.0,18.0,2.0,0.4090909090909091
23,2.0,3.0,0.0,0.0,0.0,90.0,20.0,0.0,0.0
24,6.0,3.0,0.0,0.0,0.0,83.0,20.0,0.0,0.045454545454545456
25,33.0,3.0,0.0,0.0,0.0,89.0,21.0,0.0,0.3181818181818182
26,4.0,3.0,0.0,0.0,0.0,164.0,20.0,3.0,0.09090909090909091
27,4.0,3.0,0.0,0.0,0.0,152.0,20.0,3.0,0.045454545454545456
28,3.0,3.0,0.0,0.0,0.0,194.0,14.0,6.0,0.045454545454545456
29,30.0,3.0,0.0,0.0,1.0,96.0,14.0,6.0,0.36363636363636365
30,32.0,3.0,0.0,0.0,0.0,101.0,19.0,0.0,0.36363636363636365
31,15.0,3.0,0.0,0.0,1.0,98.0,16.0,5.0,0.36363636363636365
32,11.0,3.0,0.0,0.0,0.0,109.0,20.0,2.0,0.09090909090909091
33,6.0,3.0,0.0,0.0,0.0,97.0,23.0,2.0,0.09090909090909091
34,42.0,3.0,0.0,0.0,0.0,138.0,23.0,2.0,0.3181818181818182
35,17.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,0.1111111111111111
36,8.0,1.0,0.0,0.0,0.0,658.0,15.0,3.0,0.07407407407407407
37,36.0,1.0,0.0,0.0,0.0,146.0,15.0,3.0,0.14814814814814814
38,6.0,1.0,0.0,0.0,0.0,658.0,18.0,3.0,0.037037037037037035
39,1.0,1.0,0.0,0.0,0.0,348.0,22.0,3.0,0.0
40,10.0,1.0,0.0,0.0,0.0,226.0,22.0,3.0,0.09259259259259259
41,2.0,1.0,0.0,0.0,0.0,95.0,11.0,5.0,0.0
42,7.0,1.0,0.0,0.0,0.0,167.0,11.0,5.0,0.07407407407407407
43,1.0,1.0,0.0,0.0,0.0,299.0,18.0,1.0,0.0
44,10.0,1.0,0.0,0.0,1.0,121.0,19.0,1.0,0.037037037037037035
45,14.0,1.0,0.0,0.0,0.0,154.0,22.0,1.0,0.12962962962962962
46,4.0,1.0,0.0,0.0,1.0,400.0,19.0,1.0,0.0
47,3.0,1.0,0.0,0.0,1.0,400.0,19.0,1.0,0.0
48,22.0,1.0,0.0,0.0,1.0,400.0,19.0,1.0,0.12962962962962962
49,7.0,1.0,0.0,0.0,0.0,150.0,14.0,4.0,0.09259259259259259
50,71.0,1.0,0.0,0.0,0.0,191.0,21.0,4.0,0.37037037037037035
51,16.0,1.0,0.0,0.0,0.0,126.0,10.0,2.0,0.09259259259259259
52,1.0,1.0,0.0,0.0,0.0,229.0,22.0,2.0,0.0
53,15.0,1.0,0.0,0.0,1.0,161.0,22.0,2.0,0.18518518518518517
54,5.0,1.0,0.0,0.0,1.0,86.0,16.0,4.0,0.037037037037037035
55,7.0,1.0,0.0,0.0,0.0,106.0,16.0,4.0,0.07407407407407407
56,14.0,1.0,0.0,0.0,0.0,86.0,6.0,0.0,0.2222222222222222
57,6.0,1.0,0.0,0.0,1.0,133.0,13.0,0.0,0.07407407407407407
58,2.0,1.0,0.0,0.0,0.0,106.0,20.0,0.0,0.0
59,15.0,1.0,0.0,0.0,0.0,257.0,20.0,0.0,0.0
60,3.0,1.0,0.0,0.0,0.0,1155.0,20.0,0.0,0.018518518518518517
61,5.0,1.0,0.0,0.0,1.0,75.0,21.0,0.0,0.037037037037037035
62,2.0,1.0,0.0,0.0,0.0,249.0,23.0,0.0,0.018518518518518517
63,5.0,1.0,0.0,0.0,0.0,252.0,13.0,3.0,0.018518518518518517
64,11.0,1.0,0.0,0.0,1.0,286.0,14.0,3.0,0.09259259259259259
65,5.0,1.0,0.0,0.0,0.0,107.0,21.0,3.0,0.07407407407407407
66,15.0,1.0,0.0,0.0,0.0,171.0,17.0,5.0,0.1111111111111111
67,1.0,1.0,0.0,0.0,0.0,291.0,11.0,1.0,0.0
68,4.0,1.0,0.0,0.0,0.0,88.0,11.0,1.0,0.018518518518518517
69,24.0,1.0,0.0,1.0,0.0,164.0,19.0,1.0,0.14814814814814814
70,42.0,1.0,0.0,0.0,0.0,106.0,21.0,3.0,0.14814814814814814
71,2.0,1.0,0.0,0.0,0.0,191.0,5.0,3.0,0.018518518518518517
72,3.0,1.0,0.0,0.0,0.0,207.0,7.0,3.0,0.0
73,16.0,1.0,0.0,0.0,1.0,129.0,8.0,3.0,0.16666666666666666
74,13.0,1.0,0.0,0.0,1.0,156.0,12.0,3.0,0.14814814814814814
75,25.0,1.0,0.0,0.0,0.0,207.0,14.0,3.0,0.2777777777777778
76,25.0,1.0,0.0,0.0,1.0,327.0,14.0,4.0,0.09259259259259259
77,8.0,1.0,0.0,0.0,0.0,89.0,21.0,5.0,0.05555555555555555
78,32.0,1.0,0.0,0.0,0.0,149.0,13.0,6.0,0.16666666666666666
79,11.0,1.0,0.0,0.0,1.0,81.0,6.0,1.0,0.09259259259259259
80,5.0,1.0,0.0,0.0,0.0,99.0,14.0,1.0,0.018518518518518517
81,4.0,1.0,0.0,0.0,1.0,184.0,15.0,1.0,0.037037037037037035
82,2.0,1.0,0.0,0.0,1.0,86.0,18.0,1.0,0.0
83,1.0,1.0,0.0,0.0,0.0,88.0,18.0,1.0,0.0
84,2.0,1.0,0.0,0.0,0.0,142.0,18.0,1.0,0.018518518518518517
85,1.0,1.0,0.0,0.0,0.0,380.0,19.0,1.0,0.0
86,3.0,1.0,0.0,0.0,0.0,380.0,19.0,1.0,0.0
87,16.0,1.0,0.0,0.0,0.0,149.0,20.0,1.0,0.12962962962962962
88,2.0,1.0,0.0,0.0,0.0,376.0,18.0,2.0,0.018518518518518517
89,67.0,1.0,0.0,0.0,0.0,376.0,20.0,2.0,0.2962962962962963
90,19.0,1.0,0.0,0.0,0.0,81.0,13.0,3.0,0.05555555555555555
91,37.0,1.0,0.0,0.0,0.0,114.0,14.0,3.0,0.07407407407407407
92,1.0,1.0,0.0,0.0,0.0,154.0,8.0,4.0,0.0
93,1.0,1.0,0.0,0.0,1.0,204.0,9.0,4.0,0.0
94,16.0,1.0,0.0,0.0,1.0,94.0,9.0,4.0,0.09259259259259259
95,47.0,1.0,0.0,0.0,0.0,247.0,16.0,4.0,0.35185185185185186
96,7.0,1.0,0.0,0.0,0.0,152.0,15.0,0.0,0.07407407407407407
97,1.0,1.0,0.0,0.0,0.0,185.0,21.0,0.0,0.0
98,1.0,1.0,0.0,0.0,1.0,151.0,21.0,0.0,0.0
99,12.0,1.0,0.0,0.0,0.0,93.0,21.0,0.0,0.14814814814814814
